ClipId,EpId,rel_path,duration_samples,duration_seconds,match_strategy,label_block,label_prolong,label_soundrep,label_wordrep,label_interjection,label_no_stutter
5,66,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_13_5.wav,48000.0,3.0,suffix_underscore,1,0,0,0,3,2
6,66,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_16_6.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
7,66,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_32_7.wav,48000.0,3.0,suffix_underscore,0,1,0,0,3,3
8,66,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_71_8.wav,48000.0,3.0,suffix_underscore,0,1,0,0,0,2
9,66,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_64_9.wav,48000.0,3.0,suffix_underscore,0,1,0,0,3,2
10,66,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_59_10.wav,48000.0,3.0,suffix_underscore,0,0,0,1,1,2
12,66,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_063_12.wav,48000.0,3.0,suffix_underscore,0,1,0,1,3,1
13,66,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_1_13.wav,48000.0,3.0,suffix_underscore,0,0,0,0,1,3
14,66,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_81_14.wav,48000.0,3.0,suffix_underscore,0,0,0,0,3,3
16,66,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_35_16.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
17,66,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_15_17.wav,48000.0,3.0,suffix_underscore,1,0,0,0,2,2
19,66,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_099_19.wav,48000.0,3.0,suffix_underscore,1,0,0,3,3,0
21,66,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_34_21.wav,48000.0,3.0,suffix_underscore,0,0,2,0,0,1
22,66,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_39_22.wav,48000.0,3.0,suffix_underscore,0,0,0,0,3,3
23,66,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_098_23.wav,48000.0,3.0,suffix_underscore,1,1,0,0,1,2
24,66,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_34_24.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
25,66,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_34_25.wav,48000.0,3.0,suffix_underscore,0,1,0,0,0,2
26,66,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_4_26.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
27,66,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_55_27.wav,48000.0,3.0,suffix_underscore,1,0,0,1,0,2
28,66,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_26_28.wav,48000.0,3.0,suffix_underscore,0,1,0,0,0,3
29,66,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_0_29.wav,48000.0,3.0,suffix_underscore,0,1,0,0,3,2
30,66,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_45_30.wav,48000.0,3.0,suffix_underscore,0,1,0,0,1,3
31,66,data/SEP28K/clips/stuttering-clips/clips/HeStutters_19_31.wav,48000.0,3.0,suffix_underscore,0,0,0,0,1,3
36,66,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_32_36.wav,48000.0,3.0,suffix_underscore,0,0,0,0,2,3
37,66,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_29_37.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
38,66,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_15_38.wav,48000.0,3.0,suffix_underscore,0,1,0,0,0,2
0,67,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_32_0.wav,48000.0,3.0,suffix_underscore,0,0,0,1,0,2
3,67,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_4_3.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
4,67,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_80_4.wav,48000.0,3.0,suffix_underscore,0,0,0,0,1,3
5,67,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_13_5.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
7,67,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_32_7.wav,48000.0,3.0,suffix_underscore,0,0,0,0,3,3
12,67,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_063_12.wav,48000.0,3.0,suffix_underscore,0,0,0,1,0,2
13,67,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_1_13.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
14,67,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_81_14.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
15,67,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_39_15.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
16,67,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_35_16.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
17,67,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_15_17.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,3
18,67,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_2_18.wav,48000.0,3.0,suffix_underscore,0,1,0,0,0,2
21,67,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_34_21.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
22,67,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_39_22.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
23,67,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_098_23.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
25,67,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_34_25.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,3
26,67,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_4_26.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
27,67,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_55_27.wav,48000.0,3.0,suffix_underscore,1,1,0,0,0,2
29,67,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_0_29.wav,48000.0,3.0,suffix_underscore,0,0,0,0,2,3
31,67,data/SEP28K/clips/stuttering-clips/clips/HeStutters_19_31.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
32,67,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_29_32.wav,48000.0,3.0,suffix_underscore,2,0,1,1,2,0
33,67,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_28_33.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
34,67,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_089_34.wav,48000.0,3.0,suffix_underscore,0,0,2,0,1,1
36,67,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_32_36.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
37,67,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_29_37.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
0,68,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_32_0.wav,48000.0,3.0,suffix_underscore,1,0,0,0,3,2
2,68,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_31_2.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
3,68,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_4_3.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
6,68,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_16_6.wav,48000.0,3.0,suffix_underscore,1,0,0,0,1,2
10,68,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_59_10.wav,48000.0,3.0,suffix_underscore,1,1,1,1,0,0
11,68,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_74_11.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
12,68,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_063_12.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
14,68,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_81_14.wav,48000.0,3.0,suffix_underscore,0,0,1,2,0,0
15,68,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_39_15.wav,48000.0,3.0,suffix_underscore,1,0,1,1,2,0
16,68,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_35_16.wav,48000.0,3.0,suffix_underscore,1,3,0,0,0,0
17,68,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_15_17.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
18,68,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_2_18.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
19,68,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_099_19.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
22,68,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_39_22.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
24,68,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_34_24.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
25,68,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_34_25.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
26,68,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_4_26.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
27,68,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_55_27.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
29,68,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_0_29.wav,48000.0,3.0,suffix_underscore,1,0,0,0,3,2
31,68,data/SEP28K/clips/stuttering-clips/clips/HeStutters_19_31.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
32,68,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_29_32.wav,48000.0,3.0,suffix_underscore,0,0,0,0,1,3
33,68,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_28_33.wav,48000.0,3.0,suffix_underscore,0,1,1,3,1,0
34,68,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_089_34.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
37,68,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_29_37.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
38,68,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_15_38.wav,48000.0,3.0,suffix_underscore,2,0,0,0,3,1
39,68,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_76_39.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
0,69,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_32_0.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
1,69,data/SEP28K/clips/stuttering-clips/clips/HeStutters_5_1.wav,48000.0,3.0,suffix_underscore,1,0,0,0,1,2
3,69,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_4_3.wav,48000.0,3.0,suffix_underscore,0,0,0,0,2,3
4,69,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_80_4.wav,48000.0,3.0,suffix_underscore,2,0,0,0,1,1
6,69,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_16_6.wav,48000.0,3.0,suffix_underscore,1,0,0,0,2,2
7,69,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_32_7.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
8,69,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_71_8.wav,48000.0,3.0,suffix_underscore,0,0,3,0,0,0
9,69,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_64_9.wav,48000.0,3.0,suffix_underscore,0,0,0,0,3,3
12,69,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_063_12.wav,48000.0,3.0,suffix_underscore,0,0,0,1,1,2
13,69,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_1_13.wav,48000.0,3.0,suffix_underscore,0,0,0,0,3,3
15,69,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_39_15.wav,48000.0,3.0,suffix_underscore,1,0,0,0,2,2
16,69,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_35_16.wav,48000.0,3.0,suffix_underscore,0,0,0,3,3,0
17,69,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_15_17.wav,48000.0,3.0,suffix_underscore,0,1,0,0,0,2
18,69,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_2_18.wav,48000.0,3.0,suffix_underscore,0,0,0,0,2,3
20,69,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_32_20.wav,48000.0,3.0,suffix_underscore,0,1,0,1,2,1
25,69,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_34_25.wav,48000.0,3.0,suffix_underscore,0,0,0,2,1,1
27,69,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_55_27.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
28,69,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_26_28.wav,48000.0,3.0,suffix_underscore,0,0,0,0,3,3
29,69,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_0_29.wav,48000.0,3.0,suffix_underscore,0,0,0,0,1,3
31,69,data/SEP28K/clips/stuttering-clips/clips/HeStutters_19_31.wav,48000.0,3.0,suffix_underscore,0,1,0,0,0,2
32,69,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_29_32.wav,48000.0,3.0,suffix_underscore,1,0,0,0,3,2
33,69,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_28_33.wav,48000.0,3.0,suffix_underscore,1,2,0,0,2,1
34,69,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_089_34.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
36,69,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_32_36.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
38,69,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_15_38.wav,48000.0,3.0,suffix_underscore,0,1,0,0,0,2
39,69,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_76_39.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
0,70,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_32_0.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
1,70,data/SEP28K/clips/stuttering-clips/clips/HeStutters_5_1.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
2,70,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_31_2.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
3,70,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_4_3.wav,48000.0,3.0,suffix_underscore,0,0,0,3,0,0
4,70,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_80_4.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
5,70,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_13_5.wav,48000.0,3.0,suffix_underscore,0,1,0,0,2,2
7,70,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_32_7.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
8,70,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_71_8.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
9,70,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_64_9.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
12,70,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_063_12.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
13,70,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_1_13.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
14,70,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_81_14.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
15,70,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_39_15.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
17,70,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_15_17.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
18,70,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_2_18.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
19,70,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_099_19.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
22,70,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_39_22.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
23,70,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_098_23.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
25,70,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_34_25.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
26,70,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_4_26.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
27,70,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_55_27.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
29,70,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_0_29.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
30,70,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_45_30.wav,48000.0,3.0,suffix_underscore,0,0,1,1,0,1
31,70,data/SEP28K/clips/stuttering-clips/clips/HeStutters_19_31.wav,48000.0,3.0,suffix_underscore,0,0,1,0,0,2
32,70,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_29_32.wav,48000.0,3.0,suffix_underscore,1,0,1,0,0,1
36,70,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_32_36.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
38,70,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_15_38.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
0,71,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_32_0.wav,48000.0,3.0,suffix_underscore,1,0,1,0,0,1
2,71,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_31_2.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
3,71,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_4_3.wav,48000.0,3.0,suffix_underscore,0,1,0,0,0,2
4,71,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_80_4.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
6,71,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_16_6.wav,48000.0,3.0,suffix_underscore,2,0,0,0,3,2
7,71,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_32_7.wav,48000.0,3.0,suffix_underscore,2,0,0,0,0,1
8,71,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_71_8.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
10,71,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_59_10.wav,48000.0,3.0,suffix_underscore,0,0,0,0,3,3
11,71,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_74_11.wav,48000.0,3.0,suffix_underscore,2,0,0,0,0,1
14,71,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_81_14.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
16,71,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_35_16.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
17,71,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_15_17.wav,48000.0,3.0,suffix_underscore,1,1,1,0,1,2
18,71,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_2_18.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
19,71,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_099_19.wav,48000.0,3.0,suffix_underscore,0,0,0,0,1,3
20,71,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_32_20.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
21,71,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_34_21.wav,48000.0,3.0,suffix_underscore,1,1,0,0,3,1
22,71,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_39_22.wav,48000.0,3.0,suffix_underscore,0,3,0,0,0,0
25,71,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_34_25.wav,48000.0,3.0,suffix_underscore,0,2,0,2,2,1
26,71,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_4_26.wav,48000.0,3.0,suffix_underscore,0,1,0,0,0,3
27,71,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_55_27.wav,48000.0,3.0,suffix_underscore,1,1,0,0,0,2
28,71,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_26_28.wav,48000.0,3.0,suffix_underscore,1,0,2,0,0,0
30,71,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_45_30.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
31,71,data/SEP28K/clips/stuttering-clips/clips/HeStutters_19_31.wav,48000.0,3.0,suffix_underscore,1,1,0,1,0,1
32,71,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_29_32.wav,48000.0,3.0,suffix_underscore,2,0,1,0,0,0
33,71,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_28_33.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
36,71,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_32_36.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
37,71,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_29_37.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
38,71,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_15_38.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
39,71,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_76_39.wav,48000.0,3.0,suffix_underscore,0,0,1,0,1,2
0,72,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_32_0.wav,48000.0,3.0,suffix_underscore,3,1,1,0,0,0
1,72,data/SEP28K/clips/stuttering-clips/clips/HeStutters_5_1.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
3,72,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_4_3.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
6,72,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_16_6.wav,48000.0,3.0,suffix_underscore,1,1,0,0,3,1
8,72,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_71_8.wav,48000.0,3.0,suffix_underscore,0,1,0,0,0,2
10,72,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_59_10.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
13,72,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_1_13.wav,48000.0,3.0,suffix_underscore,1,0,0,0,0,2
14,72,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_81_14.wav,48000.0,3.0,suffix_underscore,1,0,1,0,0,1
15,72,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_39_15.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
16,72,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_35_16.wav,48000.0,3.0,suffix_underscore,1,0,0,0,3,2
17,72,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_15_17.wav,48000.0,3.0,suffix_underscore,2,0,0,0,0,1
18,72,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_2_18.wav,48000.0,3.0,suffix_underscore,1,1,0,0,0,1
19,72,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_099_19.wav,48000.0,3.0,suffix_underscore,0,0,0,2,0,1
20,72,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_32_20.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
23,72,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_098_23.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
24,72,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_34_24.wav,48000.0,3.0,suffix_underscore,1,1,0,0,0,1
25,72,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_34_25.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
26,72,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_4_26.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
28,72,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_26_28.wav,48000.0,3.0,suffix_underscore,0,0,0,0,1,3
29,72,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_0_29.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
30,72,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_45_30.wav,48000.0,3.0,suffix_underscore,0,1,0,0,2,2
31,72,data/SEP28K/clips/stuttering-clips/clips/HeStutters_19_31.wav,48000.0,3.0,suffix_underscore,0,0,0,0,1,3
32,72,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_29_32.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
34,72,data/SEP28K/clips/stuttering-clips/clips/FluencyBank_089_34.wav,48000.0,3.0,suffix_underscore,0,0,1,0,0,2
35,72,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_65_35.wav,48000.0,3.0,suffix_underscore,0,1,0,0,0,2
36,72,data/SEP28K/clips/stuttering-clips/clips/WomenWhoStutter_32_36.wav,48000.0,3.0,suffix_underscore,0,0,0,0,1,3
38,72,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_15_38.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
39,72,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_76_39.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
0,73,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_32_0.wav,48000.0,3.0,suffix_underscore,0,2,0,0,1,2
1,73,data/SEP28K/clips/stuttering-clips/clips/HeStutters_5_1.wav,48000.0,3.0,suffix_underscore,1,1,0,0,0,1
2,73,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_31_2.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
3,73,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_4_3.wav,48000.0,3.0,suffix_underscore,0,3,0,0,0,0
5,73,data/SEP28K/clips/stuttering-clips/clips/MyStutteringLife_13_5.wav,48000.0,3.0,suffix_underscore,1,0,0,0,1,2
7,73,data/SEP28K/clips/stuttering-clips/clips/StrongVoices_32_7.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
8,73,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_71_8.wav,48000.0,3.0,suffix_underscore,1,0,1,1,0,1
10,73,data/SEP28K/clips/stuttering-clips/clips/StutterTalk_59_10.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
14,73,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_81_14.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,2
16,73,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_35_16.wav,48000.0,3.0,suffix_underscore,1,1,0,0,3,1
17,73,data/SEP28K/clips/stuttering-clips/clips/StutteringIsCool_15_17.wav,48000.0,3.0,suffix_underscore,0,0,0,0,0,3
